PPNP1s,PNNN1s,PPNP15s,PNNN15s,PPNP2s,PNNN2s,PPNP25s,PNNN25s,PPNP3s,PNNN3s,PPNP35s,PNNN35s,PPNP4s,PNNN4s,PPNP45s,PNNN45s,PPNP5s,PNNN5s
0.80090327436959,0.741935483870968,0.80090327436959,0.741935483870968,0.800526910048927,0.741935483870968,0.801279638690252,0.741935483870968,0.801656003010915,0.741935483870968,0.801656003010915,0.741935483870968,0.802408731652239,0.741935483870968,0.802408731652239,0.741935483870968,0.802408731652239,0.741935483870968
0.19909672563041,0.258064516129032,0.19909672563041,0.258064516129032,0.199473089951073,0.258064516129032,0.198720361309748,0.258064516129032,0.198343996989085,0.258064516129032,0.198343996989085,0.258064516129032,0.197591268347761,0.258064516129032,0.197591268347761,0.258064516129032,0.197591268347761,0.258064516129032
0,0,0.382994732881866,0.402597402597403,0.378480060195636,0.402597402597403,0.377727614747931,0.415584415584416,0.375470278404816,0.415584415584416,0.374717832957111,0.415584415584416,0.374717832957111,0.415584415584416,0.373965387509406,0.415584415584416,0.373965387509406,0.415584415584416
0,0,0.617005267118134,0.597402597402597,0.621519939804364,0.597402597402597,0.622272385252069,0.584415584415584,0.624529721595184,0.584415584415584,0.625282167042889,0.584415584415584,0.625282167042889,0.584415584415584,0.626034612490594,0.584415584415584,0.626034612490594,0.584415584415584
0,0,0,0,0.630979498861048,0.58,0.633257403189066,0.58,0.633257403189066,0.58,0.635535307517084,0.58,0.636674259681093,0.58,0.636674259681093,0.58,0.636674259681093,0.58
0,0,0,0,0.369020501138952,0.42,0.366742596810934,0.42,0.366742596810934,0.42,0.364464692482916,0.42,0.363325740318907,0.42,0.363325740318907,0.42,0.363325740318907,0.42
0,0,0,0,0,0,0.400907715582451,0.361111111111111,0.397881996974281,0.361111111111111,0.396369137670197,0.361111111111111,0.396369137670197,0.361111111111111,0.394856278366112,0.361111111111111,0.394856278366112,0.361111111111111
0,0,0,0,0,0,0.599092284417549,0.638888888888889,0.602118003025719,0.638888888888889,0.603630862329803,0.638888888888889,0.603630862329803,0.638888888888889,0.605143721633888,0.638888888888889,0.605143721633888,0.638888888888889
0,0,0,0,0,0,0,0,0.585687382297552,0.535714285714286,0.587570621468927,0.535714285714286,0.587570621468927,0.535714285714286,0.587570621468927,0.535714285714286,0.587570621468927,0.535714285714286
0,0,0,0,0,0,0,0,0.414312617702448,0.464285714285714,0.412429378531073,0.464285714285714,0.412429378531073,0.464285714285714,0.412429378531073,0.464285714285714,0.412429378531073,0.464285714285714
0,0,0,0,0,0,0,0,0,0,0.425,0.375,0.425,0.375,0.425,0.375,0.425,0.375
0,0,0,0,0,0,0,0,0,0,0.575,0.625,0.575,0.625,0.575,0.625,0.575,0.625
0,0,0,0,0,0,0,0,0,0,0,0,0.435356200527704,0.315789473684211,0.435356200527704,0.315789473684211,0.435356200527704,0.315789473684211
0,0,0,0,0,0,0,0,0,0,0,0,0.564643799472295,0.684210526315789,0.564643799472295,0.684210526315789,0.564643799472295,0.684210526315789
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427710843373494,0.25,0.427710843373494,0.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572289156626506,0.75,0.572289156626506,0.75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433898305084746,0.428571428571429
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566101694915254,0.571428571428571
