PPNP1s,PNNN1s,PPNP15s,PNNN15s,PPNP2s,PNNN2s,PPNP25s,PNNN25s,PPNP3s,PNNN3s,PPNP35s,PNNN35s,PPNP4s,PNNN4s,PPNP45s,PNNN45s,PPNP5s,PNNN5s
0.992056487202118,0.940451745379877,0.992056487202118,0.940451745379877,0.992056487202118,0.940451745379877,0.992056487202118,0.936344969199179,0.992056487202118,0.936344969199179,0.992056487202118,0.936344969199179,0.992056487202118,0.936344969199179,0.992056487202118,0.936344969199179,0.992056487202118,0.936344969199179
0.00794351279788173,0.0595482546201232,0.00794351279788173,0.0595482546201232,0.00794351279788173,0.0595482546201232,0.00794351279788173,0.0636550308008214,0.00794351279788173,0.0636550308008214,0.00794351279788173,0.0636550308008214,0.00794351279788173,0.0636550308008214,0.00794351279788173,0.0636550308008214,0.00794351279788173,0.0636550308008214
0,0,0.988556338028169,0.908333333333333,0.988556338028169,0.908333333333333,0.988556338028169,0.908333333333333,0.988556338028169,0.908333333333333,0.988556338028169,0.908333333333333,0.988556338028169,0.908333333333333,0.988556338028169,0.908333333333333,0.988556338028169,0.908333333333333
0,0,0.011443661971831,0.0916666666666667,0.011443661971831,0.0916666666666667,0.011443661971831,0.0916666666666667,0.011443661971831,0.0916666666666667,0.011443661971831,0.0916666666666667,0.011443661971831,0.0916666666666667,0.011443661971831,0.0916666666666667,0.011443661971831,0.0916666666666667
0,0,0,0,0.989304812834225,0.86875,0.987967914438503,0.8625,0.987967914438503,0.8625,0.987967914438503,0.8625,0.987967914438503,0.8625,0.987967914438503,0.8625,0.987967914438503,0.8625
0,0,0,0,0.0106951871657754,0.13125,0.0120320855614973,0.1375,0.0120320855614973,0.1375,0.0120320855614973,0.1375,0.0120320855614973,0.1375,0.0120320855614973,0.1375,0.0120320855614973,0.1375
0,0,0,0,0,0,0.980427046263345,0.859504132231405,0.980427046263345,0.859504132231405,0.980427046263345,0.859504132231405,0.980427046263345,0.859504132231405,0.980427046263345,0.859504132231405,0.980427046263345,0.859504132231405
0,0,0,0,0,0,0.0195729537366548,0.140495867768595,0.0195729537366548,0.140495867768595,0.0195729537366548,0.140495867768595,0.0195729537366548,0.140495867768595,0.0195729537366548,0.140495867768595,0.0195729537366548,0.140495867768595
0,0,0,0,0,0,0,0,0.982222222222222,0.824742268041237,0.982222222222222,0.824742268041237,0.982222222222222,0.824742268041237,0.982222222222222,0.824742268041237,0.982222222222222,0.824742268041237
0,0,0,0,0,0,0,0,0.0177777777777778,0.175257731958763,0.0177777777777778,0.175257731958763,0.0177777777777778,0.175257731958763,0.0177777777777778,0.175257731958763,0.0177777777777778,0.175257731958763
0,0,0,0,0,0,0,0,0,0,0.981432360742706,0.779220779220779,0.981432360742706,0.779220779220779,0.981432360742706,0.766233766233766,0.981432360742706,0.766233766233766
0,0,0,0,0,0,0,0,0,0,0.0185676392572944,0.220779220779221,0.0185676392572944,0.220779220779221,0.0185676392572944,0.233766233766234,0.0185676392572944,0.233766233766234
0,0,0,0,0,0,0,0,0,0,0,0,0.98125,0.742857142857143,0.98125,0.742857142857143,0.98125,0.742857142857143
0,0,0,0,0,0,0,0,0,0,0,0,0.01875,0.257142857142857,0.01875,0.257142857142857,0.01875,0.257142857142857
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97153024911032,0.716666666666667,0.97153024911032,0.716666666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284697508896797,0.283333333333333,0.0284697508896797,0.283333333333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975903614457831,0.773584905660377
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240963855421687,0.226415094339623
