PPNP1s,PNNN1s,PPNP15s,PNNN15s,PPNP2s,PNNN2s,PPNP25s,PNNN25s,PPNP3s,PNNN3s,PPNP35s,PNNN35s,PPNP4s,PNNN4s,PPNP45s,PNNN45s,PPNP5s,PNNN5s
0.511915269196823,0,0.511915269196823,0,0.511915269196823,0,0.511915269196823,0,0.511915269196823,0,0.511915269196823,0,0.511915269196823,0,0.511915269196823,0,0.511915269196823,0
0.488084730803177,1,0.488084730803177,1,0.488084730803177,1,0.488084730803177,1,0.488084730803177,1,0.488084730803177,1,0.488084730803177,1,0.488084730803177,1,0.488084730803177,1
0,0,0.490316901408451,1,0.490316901408451,1,0.490316901408451,1,0.490316901408451,1,0.490316901408451,1,0.490316901408451,1,0.490316901408451,1,0.490316901408451,1
0,0,0.509683098591549,0,0.509683098591549,0,0.509683098591549,0,0.509683098591549,0,0.509683098591549,0,0.509683098591549,0,0.509683098591549,0,0.509683098591549,0
0,0,0,0,0.510695187165775,0,0.510695187165775,0,0.510695187165775,0,0.510695187165775,0,0.510695187165775,0,0.510695187165775,0,0.510695187165775,0
0,0,0,0,0.489304812834225,1,0.489304812834225,1,0.489304812834225,1,0.489304812834225,1,0.489304812834225,1,0.489304812834225,1,0.489304812834225,1
0,0,0,0,0,0,0.51067615658363,0,0.51067615658363,0,0.51067615658363,0,0.51067615658363,0,0.51067615658363,0,0.51067615658363,0
0,0,0,0,0,0,0.48932384341637,1,0.48932384341637,1,0.48932384341637,1,0.48932384341637,1,0.48932384341637,1,0.48932384341637,1
0,0,0,0,0,0,0,0,0.511111111111111,0,0.511111111111111,0,0.511111111111111,0,0.511111111111111,0,0.511111111111111,0
0,0,0,0,0,0,0,0,0.488888888888889,1,0.488888888888889,1,0.488888888888889,1,0.488888888888889,1,0.488888888888889,1
0,0,0,0,0,0,0,0,0,0,0.496021220159151,1,0.496021220159151,1,0.496021220159151,1,0.496021220159151,1
0,0,0,0,0,0,0,0,0,0,0.503978779840849,0,0.503978779840849,0,0.503978779840849,0,0.503978779840849,0
0,0,0,0,0,0,0,0,0,0,0,0,0.5125,0,0.5125,0,0.5125,0
0,0,0,0,0,0,0,0,0,0,0,0,0.4875,1,0.4875,1,0.4875,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508896797153025,0,0.508896797153025,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491103202846975,1,0.491103202846975,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48995983935743,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51004016064257,0
