PPNP1s,PNNN1s,PPNP15s,PNNN15s,PPNP2s,PNNN2s,PPNP25s,PNNN25s,PPNP3s,PNNN3s,PPNP35s,PNNN35s,PPNP4s,PNNN4s,PPNP45s,PNNN45s,PPNP5s,PNNN5s
0.999062792877226,1,0.999062792877226,1,0.999062792877226,1,0.999062792877226,1,0.999062792877226,1,0.999062792877226,1,0.999062792877226,1,0.999062792877226,1,0.999062792877226,1
0.000937207122774133,0,0.000937207122774133,0,0.000937207122774133,0,0.000937207122774133,0,0.000937207122774133,0,0.000937207122774133,0,0.000937207122774133,0,0.000937207122774133,0,0.000937207122774133,0
0,0,0.9981220657277,1,0.9981220657277,1,0.9981220657277,1,0.9981220657277,1,0.9981220657277,1,0.9981220657277,1,0.9981220657277,1,0.9981220657277,1
0,0,0.00187793427230047,0,0.00187793427230047,0,0.00187793427230047,0,0.00187793427230047,0,0.00187793427230047,0,0.00187793427230047,0,0.00187793427230047,0,0.00187793427230047,0
0,0,0,0,0.995738636363636,1,0.995738636363636,1,0.995738636363636,1,0.995738636363636,1,0.995738636363636,1,0.995738636363636,1,0.995738636363636,1
0,0,0,0,0.00426136363636364,0,0.00426136363636364,0,0.00426136363636364,0,0.00426136363636364,0,0.00426136363636364,0,0.00426136363636364,0,0.00426136363636364,0
0,0,0,0,0,0,0.994339622641509,1,0.994339622641509,1,0.994339622641509,1,0.994339622641509,1,0.994339622641509,1,0.994339622641509,1
0,0,0,0,0,0,0.00566037735849057,0,0.00566037735849057,0,0.00566037735849057,0,0.00566037735849057,0,0.00566037735849057,0,0.00566037735849057,0
0,0,0,0,0,0,0,0,0.99290780141844,1,0.99290780141844,1,0.995271867612293,1,0.995271867612293,1,0.995271867612293,1
0,0,0,0,0,0,0,0,0.00709219858156028,0,0.00709219858156028,0,0.00472813238770686,0,0.00472813238770686,0,0.00472813238770686,0
0,0,0,0,0,0,0,0,0,0,0.988668555240793,1,0.988668555240793,1,0.988668555240793,1,0.988668555240793,1
0,0,0,0,0,0,0,0,0,0,0.0113314447592068,0,0.0113314447592068,0,0.0113314447592068,0,0.0113314447592068,0
0,0,0,0,0,0,0,0,0,0,0,0,0.986798679867987,1,0.986798679867987,1,0.986798679867987,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0132013201320132,0,0.0132013201320132,0,0.0132013201320132,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985130111524164,1,0.985130111524164,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148698884758364,0,0.0148698884758364,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99581589958159,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418410041841004,0
