A_10,B_10,C_10,A_15,B_15,C_15,A_20,B_20,C_20,A_25,B_25,C_25,A_30,B_30,C_30,A_35,B_35,C_35,A_40,B_40,C_40,A_45,B_45,C_45,A_50,B_50,C_50
0.937182448036951,0.792828685258964,0.720930232558139,0.912621359223301,0.720558882235529,0.655172413793103,0.909763998149005,0.701195219123506,0.568965517241379,0.905004633920297,0.658,0.561797752808989,0.902597402597403,0.671936758893281,0.531791907514451,0.903944315545244,0.646245059288538,0.560693641618497,0.899163568773234,0.646942800788955,0.522988505747126,0.894639556377079,0.629343629343629,0.513333333333333,0.893186003683241,0.631086142322097,0.496
0.00092378752886836,0,0,0.0013869625520111,0,0,0.001850994909764,0,0,0.00231696014828545,0,0,0.00278293135435993,0,0,0.00324825986078886,0,0,0.00371747211895911,0,0,0.00415896487985213,0,0,0.00460405156537753,0,0
0.0618937644341801,0.207171314741036,0.27906976744186,0.0859916782246879,0.279441117764471,0.344827586206897,0.0883850069412309,0.298804780876494,0.431034482758621,0.092678405931418,0.342,0.438202247191011,0.0946196660482375,0.328063241106719,0.468208092485549,0.0928074245939675,0.353754940711462,0.439306358381503,0.0971189591078067,0.353057199211045,0.477011494252874,0.101201478743068,0.370656370656371,0.486666666666667,0.102209944751381,0.368913857677903,0.504
0,0,0,0.917744916820702,0.729083665338645,0.662790697674419,0.912280701754386,0.693227091633466,0.541176470588235,0.908248378127896,0.649193548387097,0.56043956043956,0.903525046382189,0.676,0.533333333333333,0.902506963788301,0.611764705882353,0.552941176470588,0.898698884758364,0.654901960784314,0.534883720930233,0.894930875576037,0.62015503875969,0.493150684931507,0.893577981651376,0.635338345864662,0.466666666666667
0,0,0,0.00184842883548983,0,0,0.00184672206832872,0,0,0.00278035217794254,0,0,0.00278293135435993,0,0,0.00371402042711235,0,0,0.00371747211895911,0,0,0.00460829493087558,0,0,0.00458715596330275,0,0
0,0,0,0.0804066543438078,0.270916334661355,0.337209302325581,0.0858725761772853,0.306772908366534,0.458823529411765,0.0889712696941613,0.350806451612903,0.43956043956044,0.0936920222634508,0.324,0.466666666666667,0.0937790157845868,0.388235294117647,0.447058823529412,0.0975836431226766,0.345098039215686,0.465116279069767,0.100460829493088,0.37984496124031,0.506849315068493,0.101834862385321,0.364661654135338,0.533333333333333
0,0,0,0,0,0,0.913165266106443,0.72189349112426,0.555555555555556,0.903047091412742,0.654545454545455,0.593220338983051,0.900277008310249,0.662650602409639,0.473684210526316,0.898611111111111,0.634730538922156,0.53448275862069,0.895977808599168,0.625,0.535714285714286,0.894590846047157,0.628571428571429,0.458333333333333,0.892561983471074,0.638418079096045,0.463414634146341
0,0,0,0,0,0,0.00280112044817927,0,0,0.00277008310249307,0,0,0.00277008310249307,0,0,0.00416666666666667,0,0,0.00416088765603329,0,0,0.00416088765603329,0,0,0.00550964187327824,0,0
0,0,0,0,0,0,0.0840336134453782,0.27810650887574,0.444444444444444,0.0941828254847645,0.345454545454545,0.406779661016949,0.0969529085872576,0.337349397590361,0.526315789473684,0.0972222222222222,0.365269461077844,0.46551724137931,0.0998613037447989,0.375,0.464285714285714,0.10124826629681,0.371428571428571,0.541666666666667,0.101928374655647,0.361581920903955,0.536585365853659
0,0,0,0,0,0,0,0,0,0.905555555555556,0.650406504065041,0.543478260869565,0.903345724907063,0.669291338582677,0.522727272727273,0.90316573556797,0.613636363636364,0.55,0.902621722846442,0.651515151515151,0.558139534883721,0.898336414048059,0.618320610687023,0.527777777777778,0.892138939670932,0.641221374045801,0.533333333333333
