PPNP1s,PNNN1s,PPNP15s,PNNN15s,PPNP2s,PNNN2s,PPNP25s,PNNN25s,PPNP3s,PNNN3s,PPNP35s,PNNN35s,PPNP4s,PNNN4s,PPNP45s,PNNN45s,PPNP5s,PNNN5s
0.287616511318242,0.263779527559055,0.304593874833555,0.295275590551181,0.321238348868176,0.307086614173228,0.338881491344873,0.338582677165354,0.346537949400799,0.350393700787402,0.351198402130493,0.374015748031496,0.357190412782956,0.397637795275591,0.362849533954727,0.405511811023622,0.370505992010652,0.425196850393701
0.712383488681758,0.736220472440945,0.695406125166445,0.704724409448819,0.678761651131824,0.692913385826772,0.661118508655126,0.661417322834646,0.653462050599201,0.649606299212598,0.648801597869507,0.625984251968504,0.642809587217044,0.602362204724409,0.637150466045273,0.594488188976378,0.629494007989348,0.574803149606299
0,0,0.347101932045303,0.25,0.650899400399733,0.734375,0.64890073284477,0.703125,0.644237175216522,0.6875,0.639573617588274,0.671875,0.638907395069953,0.6640625,0.367088607594937,0.34375,0.371752165223185,0.3828125
0,0,0.652898067954697,0.75,0.349100599600267,0.265625,0.35109926715523,0.296875,0.355762824783478,0.3125,0.360426382411726,0.328125,0.361092604930047,0.3359375,0.632911392405063,0.65625,0.628247834776815,0.6171875
0,0,0,0,0.641129032258065,0.771084337349398,0.363911290322581,0.253012048192771,0.366935483870968,0.27710843373494,0.368951612903226,0.301204819277108,0.371975806451613,0.301204819277108,0.376008064516129,0.301204819277108,0.377016129032258,0.313253012048193
0,0,0,0,0.358870967741935,0.228915662650602,0.636088709677419,0.746987951807229,0.633064516129032,0.72289156626506,0.631048387096774,0.698795180722892,0.628024193548387,0.698795180722892,0.623991935483871,0.698795180722892,0.622983870967742,0.686746987951807
0,0,0,0,0,0,0.372994652406417,0.2,0.624331550802139,0.783333333333333,0.622994652406417,0.766666666666667,0.621657754010695,0.75,0.378342245989305,0.25,0.378342245989305,0.266666666666667
0,0,0,0,0,0,0.627005347593583,0.8,0.375668449197861,0.216666666666667,0.377005347593583,0.233333333333333,0.378342245989305,0.25,0.621657754010695,0.75,0.621657754010695,0.733333333333333
0,0,0,0,0,0,0,0,0.376884422110553,0.18,0.619765494137353,0.82,0.38358458961474,0.22,0.38358458961474,0.22,0.386934673366834,0.22
0,0,0,0,0,0,0,0,0.623115577889447,0.82,0.380234505862647,0.18,0.61641541038526,0.78,0.61641541038526,0.78,0.613065326633166,0.78
0,0,0,0,0,0,0,0,0,0,0.377016129032258,0.170731707317073,0.381048387096774,0.219512195121951,0.383064516129032,0.24390243902439,0.38508064516129,0.24390243902439
0,0,0,0,0,0,0,0,0,0,0.622983870967742,0.829268292682927,0.618951612903226,0.780487804878049,0.616935483870968,0.75609756097561,0.61491935483871,0.75609756097561
0,0,0,0,0,0,0,0,0,0,0,0,0.381176470588235,0.222222222222222,0.383529411764706,0.222222222222222,0.390588235294118,0.222222222222222
0,0,0,0,0,0,0,0,0,0,0,0,0.618823529411765,0.777777777777778,0.616470588235294,0.777777777777778,0.609411764705882,0.777777777777778
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387700534759358,0.1,0.393048128342246,0.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612299465240642,0.9,0.606951871657754,0.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417417417417417,0.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582582582582583,0.84
