PPNP1s,PNNN1s,PPNP15s,PNNN15s,PPNP2s,PNNN2s,PPNP25s,PNNN25s,PPNP3s,PNNN3s,PPNP35s,PNNN35s,PPNP4s,PNNN4s,PPNP45s,PNNN45s,PPNP5s,PNNN5s
0.781514698555057,NaN,0.794718485301445,NaN,0.999501743896363,NaN,0.999501743896363,NaN,0.999501743896363,NaN,0.999501743896363,NaN,0.999501743896363,NaN,0.999501743896363,NaN,0.999501743896363,NaN
0.218485301444943,NaN,0.205281514698555,NaN,0.00049825610363727,NaN,0.00049825610363727,NaN,0.00049825610363727,NaN,0.00049825610363727,NaN,0.00049825610363727,NaN,0.00049825610363727,NaN,0.00049825610363727,NaN
0,0,0.74638764324863,NaN,0.746885899352267,NaN,0.741903338315894,NaN,0.739412057797708,NaN,0.737917289486796,NaN,0.740408570004983,NaN,0.740408570004983,NaN,0.739412057797708,NaN
0,0,0.25361235675137,NaN,0.253114100647733,NaN,0.258096661684106,NaN,0.260587942202292,NaN,0.262082710513204,NaN,0.259591429995017,NaN,0.259591429995017,NaN,0.260587942202292,NaN
0,0,0,0,0.750755287009063,NaN,0.753021148036254,NaN,0.744712990936556,NaN,0.744712990936556,NaN,0.744712990936556,NaN,0.744712990936556,NaN,0.743202416918429,NaN
0,0,0,0,0.249244712990937,NaN,0.246978851963746,NaN,0.255287009063444,NaN,0.255287009063444,NaN,0.255287009063444,NaN,0.255287009063444,NaN,0.256797583081571,NaN
0,0,0,0,0,0,0.718875502008032,NaN,0.723895582329317,NaN,0.724899598393574,NaN,0.726907630522088,NaN,0.721887550200803,NaN,0.736947791164659,NaN
0,0,0,0,0,0,0.281124497991968,NaN,0.276104417670683,NaN,0.275100401606426,NaN,0.273092369477912,NaN,0.278112449799197,NaN,0.263052208835341,NaN
0,0,0,0,0,0,0,0,0.723057644110276,NaN,0.723057644110276,NaN,0.725563909774436,NaN,0.725563909774436,NaN,0.736842105263158,NaN
0,0,0,0,0,0,0,0,0.276942355889724,NaN,0.276942355889724,NaN,0.274436090225564,NaN,0.274436090225564,NaN,0.263157894736842,NaN
0,0,0,0,0,0,0,0,0,0,0.687311178247734,NaN,0.681268882175227,NaN,0.682779456193353,NaN,0.702416918429003,NaN
0,0,0,0,0,0,0,0,0,0,0.312688821752266,NaN,0.318731117824773,NaN,0.317220543806647,NaN,0.297583081570997,NaN
0,0,0,0,0,0,0,0,0,0,0,0,0.679577464788732,NaN,0.677816901408451,NaN,0.711267605633803,NaN
0,0,0,0,0,0,0,0,0,0,0,0,0.320422535211268,NaN,0.322183098591549,NaN,0.288732394366197,NaN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662650602409639,NaN,0.662650602409639,NaN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337349397590361,NaN,0.337349397590361,NaN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657596371882086,NaN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342403628117914,NaN
